pract_resp.keys,pract_resp.corr,pract_resp.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,36,84,19,1,1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,37,85,15,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,38,86,14,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,39,87,46,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.94162,1,40,88,9,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,41,89,35,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.381575,1,42,90,32,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,43,91,21,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.00129,1,44,92,2,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,45,93,33,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,46,94,23,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.50443,1,47,95,17,1,1.3,,,,,,,,,,
,,,,,,,,,,,,,,,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.446785,0,0,0,5,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.02074,0,1,1,3,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,2,2,27,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,3,3,37,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,4,4,14,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,0,1.01074,0,5,5,45,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.001625,0,6,6,9,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,7,7,23,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,8,8,41,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.003345,0,9,9,0,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.569105,0,10,10,43,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,11,11,47,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,0,1.51518,0,12,12,30,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,13,13,28,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,14,14,44,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,15,15,15,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.034735,0,16,16,6,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.937255,0,17,17,7,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,18,18,20,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,19,19,25,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.520355,0,20,20,16,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,21,21,12,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,22,22,29,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.06514,0,23,23,8,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,24,24,36,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.5666,0,25,25,31,1,1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.0936,0,26,26,4,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,27,27,22,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.984935,0,28,28,1,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,29,29,18,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.566765,0,30,30,19,1,1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.137165,0,31,31,11,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.124195,0,32,32,10,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,33,33,13,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,34,34,33,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.462225,0,35,35,24,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,36,36,34,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,37,37,38,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,38,38,40,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,39,39,42,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.506685,0,40,40,26,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.01363,0,41,41,2,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,42,42,35,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.356645,0,43,43,32,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.45946,0,44,44,17,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,45,45,46,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,46,46,21,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,0,47,47,39,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,0,48,14,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,1,49,34,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.304205,1,2,50,32,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.51661,1,3,51,43,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,4,52,37,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,5,53,46,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,6,54,33,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.90078,1,7,55,2,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,8,56,21,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.983245,1,9,57,7,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,10,58,25,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.06014,1,11,59,5,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,0,0.943595,1,12,60,9,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.49695,1,13,61,24,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.427575,1,14,62,17,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,15,63,38,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.55655,1,16,64,19,1,1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,17,65,18,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.95579,1,18,66,8,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,19,67,42,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.51381,1,20,68,26,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,21,69,35,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.27188,1,22,70,45,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,23,71,16,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,24,72,13,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,25,73,12,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,0.975055,1,26,74,0,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,27,75,27,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,28,76,41,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.17851,1,29,77,11,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,30,78,44,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,31,79,23,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.02212,1,32,80,6,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,33,81,39,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.4458,1,34,82,30,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,35,83,40,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.115655,1,36,84,4,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.080205,1,37,85,10,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,38,86,28,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,39,87,47,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,40,88,29,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.97705,1,41,89,1,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,42,90,36,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,43,91,20,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.563615,1,44,92,31,1,1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,0.998605,1,45,93,3,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,46,94,22,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,1,47,95,15,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,0,1.074545,,,,,,1.6,,,,,,0,0,0,11,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.172685,,,,,,1.6,,,,,,0,1,1,10,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,i,1,1.20418,,,,,,1.6,,,,,,0,2,2,5,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.5,,,,,,0,3,3,14,1
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.38583,,,,,,1.2,,,,,,0,4,4,30,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,,0,,,,,,,0.8,,,,,,0,5,5,23,1
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,parent,2020-09-30_10h14.50.100,ANT,2020.1.3,Win32,60,,,,,e,1,1.623605,,,,,,1.2,,,,,,0,6,6,16,1
