cue_file,flanker,pos,correct,fix1,cue_time,stimStart,postFix,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,practice_res.started,practice_res.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fixation_1.started,fixation_1.stopped,warning.started,warning.stopped,fixation_2.started,fixation_2.stopped,target.started,target.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,postfix.started,postfix.stopped,participant,date,expName,psychopyVersion,frameRate,
ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7000000000000002,,0,0,0,18,,,,,,,,,16.187236799974926,None,16.187236799974926,None,16.773379799968097,None,16.773379799968097,None,16.773379799968097,None,17.11901590001071,None,17.11901590001071,None,17.35000019997824,None,17.35000019997824,None,17.687283499981277,None,18.396535000007134,19.596197900013067,19.57557469996391,19.78796980000334,19.78796980000334,20.22155550000025,20.22155550000025,None,e,1,0.7156104000168853,19.979714899964165,None,20.749832700006664,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0.0,0.5,,0,1,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.316145599994343,21.430107299995143,21.416974299994763,21.416974299994763,21.416974299994763,21.827764999994542,21.827764999994542,None,i,1,0.49844719999236986,21.813684299995657,None,22.32709310000064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.920867300010286,23.33001360000344,23.300240600015968,23.414033600012772,23.414033600012772,23.81125540001085,23.81125540001085,None,i,1,0.5157873000134714,23.796808500017505,None,24.327158999978565,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,,0,3,3,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.91838829999324,26.230112299963366,26.216767299978528,26.33049680001568,26.33049680001568,26.728041099966504,26.728041099966504,None,e,1,0.5491164999548346,26.713460800005123,None,27.277113499992993,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,,0,4,4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.86584689997835,29.17956849996699,29.166424299997743,29.280004300002474,29.280004300002474,29.67780639999546,29.67780639999546,None,e,1,0.6152790000196546,29.66364609997254,None,30.293841400009114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0.0,0.5,,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.878635499975644,30.979848899994977,30.966875299985986,30.966875299985986,30.966875299985986,31.377678000018932,31.377678000018932,None,e,1,0.6655511999852024,31.36344469996402,None,32.04367230000207,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8000000000000003,,0,6,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.64108530001249,33.94665459997486,33.93349849997321,34.04693640000187,34.04693640000187,34.44437189999735,34.44437189999735,None,i,1,0.4313837999943644,34.43008570000529,None,34.87670929997694,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.444489699963015,36.44669419998536,36.43338960001711,36.547151000006124,36.547151000006124,36.94435040000826,36.94435040000826,None,i,1,0.4636080000200309,36.93004209996434,None,37.40902309998637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2.0,,0,8,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.99642280000262,39.511834000004455,39.49676929996349,39.6118403999717,39.6118403999717,40.009487200004514,40.009487200004514,None,e,1,0.4328002000111155,39.99464960000478,None,40.442581899988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.03326509997714,41.845508500002325,41.81430319999345,41.92884209996555,41.92884209996555,42.32680889999028,42.32680889999028,None,e,1,0.5327094999956898,42.312196799961384,None,42.859734099998605,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0648,ANT,2020.1.3,60.011294134706624,
