cue_file,flanker,pos,correct,fix1,cue_time,stimStart,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,practice_res.started,practice_res.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fixation_1.started,fixation_1.stopped,warning.started,warning.stopped,fixation_2.started,fixation_2.stopped,target.started,target.stopped,post_fixation.started,post_fixation.stopped,response.keys,response.corr,response.started,response.stopped,response.rt,participant,date,expName,psychopyVersion,frameRate,
ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7000000000000002,0,0,0,18,,,,,,,,,9.054572299995925,None,9.054572299995925,None,9.625213999999687,None,9.625213999999687,None,9.625213999999687,None,9.94626209998387,None,9.94626209998387,None,10.150800799980061,None,10.150800799980061,None,10.327724200004013,None,10.820934299990768,12.024766299990006,11.97949709999375,12.177033799991477,12.177033799991477,None,None,None,e,1,0.05140140000730753,12.408048699988285,None,12.492284899984952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0.0,0.5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.017881100007799,13.124685299990233,13.09493890000158,13.09493890000158,13.09493890000158,13.525235299981432,13.525235299981432,None,i,1,0.5988990000041667,13.491491199994925,None,14.105120499996701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2.0,0,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.613400800008094,16.124705299997004,16.111789799993858,16.22535359999165,16.22535359999165,16.638899899990065,16.638899899990065,None,i,0,0.3660233999835327,16.60758809998515,None,16.99972229998093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,0,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.514786599989748,18.224609500000952,18.195083800004795,18.30868809999083,18.30868809999083,18.7058185999922,18.7058185999922,None,i,1,0.564429599995492,18.691776599996956,None,19.27150089998031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2.0,0,4,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.780387300008442,21.291344199999003,21.278182599984575,21.391926199983573,21.391926199983573,21.78910629998427,21.78910629998427,None,e,1,0.43220859998837113,21.774636699992698,None,22.221729399985634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,0,5,5,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.729348499997286,23.141317999979947,23.128056499990635,23.242163499991875,23.242163499991875,23.63903940000455,23.63903940000455,None,i,1,0.4988366999896243,23.624646399985068,None,24.13841240000329,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1.0,0.1,1.5,0,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.631276200001594,25.641285899997456,25.611610899999505,25.725228499999503,25.725228499999503,26.12227629998233,26.12227629998233,None,i,1,0.5485459000046831,26.108208699995885,None,26.67154229999869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,0,7,7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.177800999983447,28.491156000003684,28.478153899981407,28.591859599982854,28.591859599982854,28.989110399998026,28.989110399998026,None,e,1,0.5488923999946564,28.97468650000519,None,29.538291300006676,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0.0,0.5,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.044889799988596,30.15787629998522,30.144874299992807,30.144874299992807,30.144874299992807,30.55518039999879,30.55518039999879,None,e,1,0.7319168999965768,30.540621699998155,None,31.28794409998227,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0.0,0.5,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.793547599983867,31.90785039999173,31.894877099985024,31.894877099985024,31.894877099985024,32.30568029999267,32.30568029999267,None,e,1,0.5320098999945913,32.29135159999714,None,32.838303099997574,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.34441069999593,34.35775989998365,34.344826099986676,34.45835639999132,34.45835639999132,34.855508599983295,34.855508599983295,None,i,1,0.430751700012479,34.841663700004574,None,35.28793249998125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0.0,0.5,0,11,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.79754599998705,35.90788399998564,35.89481909997994,35.89481909997994,35.89481909997994,36.30553569999756,36.30553569999756,None,i,1,0.7668637000024319,36.29119689998333,None,37.07159929999034,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,0,12,12,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.57895609998377,38.8912430999917,38.87797989998944,38.99165419998462,38.99165419998462,39.38880029998836,39.38880029998836,None,e,1,0.5655048999760766,39.37460489998921,None,39.95478309999453,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.46471689999453,41.87443440000061,41.84469349999563,41.958248199982336,41.958248199982336,42.355555999994976,42.355555999994976,None,e,1,0.531977700011339,42.34128749999218,None,42.88818700000411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0.0,0.5,0,14,14,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.38036710000597,43.49112239998067,43.478061600006185,43.478061600006185,43.478061600006185,43.88878730000579,43.88878730000579,None,i,1,0.5156630999990739,43.87444329998107,None,44.404886699980125,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9132946000027,45.82451690000016,45.81146729999455,45.924915199982934,45.924915199982934,46.32209729999886,46.32209729999886,None,i,1,0.4639282000134699,46.30825370000093,None,46.78783260000637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,0,16,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.28834030000144,48.090989299991634,48.07815670000855,48.19164069998078,48.19164069998078,48.588898099988,48.588898099988,None,e,1,0.5318553999823052,48.57474429998547,None,49.121339599980274,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,0,17,17,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.627997700008564,51.04113709999365,51.02802699999302,51.14171249998617,51.14171249998617,51.53872310000588,51.53872310000588,None,i,1,0.4148331999895163,51.5245300999959,None,51.95430670000496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,0,18,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4604410000029,53.47440119998646,53.461341299989726,53.57485109998379,53.57485109998379,53.97218320000684,53.97218320000684,None,i,1,0.48140589997638017,53.95770519998041,None,54.454676800000016,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8000000000000003,0,19,19,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.96626230000402,56.27447529998608,56.244621399993775,56.35826119998819,56.35826119998819,56.755432100006146,56.755432100006146,None,i,1,0.4653517999977339,56.74111800000537,None,57.22143999999389,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0.0,0.5,0,20,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.7320003999921,57.8410920999886,57.81153360000462,57.81153360000462,57.81153360000462,58.2219819999882,58.2219819999882,None,i,1,0.616993099974934,58.20806679999805,None,58.83805449999636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7000000000000002,0,21,21,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.34493069999735,60.55770340000163,60.5446157999977,60.658201999991434,60.658201999991434,61.055099399993196,61.055099399993196,None,i,1,0.4156356999883428,61.040832800004864,None,61.47141840000404,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,0,22,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.978366199997254,63.59096249999129,63.57768849999411,63.69146869998076,63.69146869998076,64.08847359998617,64.08847359998617,None,i,1,0.5326352999836672,64.07406509999419,None,64.62126949999947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1456,ANT,2020.1.3,60.06384787048703,
