cue_file,flanker,pos,correct,fix1,cue_time,stimStart,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,0,0,0,9,14.447458799986634,None,14.447458799986634,None,15.235882600012701,None,15.235882600012701,None,15.235882600012701,None,15.636479999986477,None,15.636479999986477,None,15.992588000022806,None,15.992588000022806,None,16.331442900002003,None,17.280030399968382,18.282414500019513,18.27480509999441,18.482799399993382,18.482799399993382,18.923336400010157,18.923336400010157,None,i,1,0.8156022999901325,18.660551199980546,None,19.530827799986582,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0.0,0.5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,20.10381519998191,20.210335100011434,20.19729510002071,20.19729510002071,20.19729510002071,20.608148099971004,20.608148099971004,None,e,0,0.7323072000290267,20.593741499993484,None,21.36734769999748,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1.0,0.1,1.5,0,2,2,20,,,,,,,,,,,,,,,,,,,,,21.9510182000231,22.96041439997498,22.9303620000137,23.044085200002883,23.044085200002883,23.441438900015783,23.441438900015783,None,i,1,0.881096399971284,23.427034499996807,None,24.331896000017878,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8000000000000003,0,3,3,13,,,,,,,,,,,,,,,,,,,,,24.92848529998446,26.24362199997995,26.23051540000597,26.344041400006972,26.344041400006972,26.74145909998333,26.74145909998333,None,i,1,0.6202168999589048,26.726922300003935,None,27.357795600022655,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0.0,0.5,0,4,4,0,,,,,,,,,,,,,,,,,,,,,27.946873200009577,28.060268500004895,28.047204500006046,28.047204500006046,28.047204500006046,28.457823399978224,28.457823399978224,None,e,1,0.5839232000289485,28.443809899967164,None,29.040663499967195,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,0,5,5,19,,,,,,,,,,,,,,,,,,,,,29.656750199967064,30.960228300013114,30.94700440001907,31.06084719998762,31.06084719998762,31.457951799966395,31.457951799966395,None,e,1,0.8487604000256397,31.4436564000207,None,32.30719879997196,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,0,6,6,16,,,,,,,,,,,,,,,,,,,,,32.883813499996904,34.293645399971865,34.263775200000964,34.377448400016874,34.377448400016874,34.77419979998376,34.77419979998376,None,e,1,0.6159313000389375,34.76011339999968,None,35.39067499997327,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,0,7,7,17,,,,,,,,,,,,,,,,,,,,,35.974497899995185,36.876894399989396,36.86396709998371,36.97729180002352,36.97729180002352,37.37466420000419,37.37466420000419,None,i,1,0.5825199000537395,37.36034800001653,None,37.95735340000829,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,0,8,8,23,,,,,,,,,,,,,,,,,,,,,38.54274699999951,38.943506699986756,38.93032069999026,39.04439659998752,39.04439659998752,39.441163400013465,39.441163400013465,None,i,1,0.7157290000468493,39.42698479996761,None,40.15726710000308,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0.0,0.5,0,9,9,3,,,,,,,,,,,,,,,,,,,,,40.75009069999214,40.8601724000182,40.830334300000686,40.830334300000686,40.830334300000686,41.24121110001579,41.24121110001579,None,i,1,0.6487492999876849,41.22692059999099,None,41.89044739998644,None,,001,2020_Jul_01_1451,ANT,2020.1.3,60.01637247230246,
