pract_resp.keys,pract_resp.corr,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,pract_resp.rt,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,29,77,37,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,30,78,32,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,31,79,31,1,1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,32,80,20,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,33,81,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.13069,1,34,82,3,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.13557,1,35,83,9,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,36,84,41,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.479205,1,37,85,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,38,86,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,39,87,13,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.017435,1,40,88,1,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,41,89,39,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,42,90,29,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,43,91,22,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,44,92,18,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,45,93,36,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,46,94,28,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.2857,1,47,95,10,1,1.6,,,,,,,,,,
,,,,,,,,,,,,,,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,0,0,6,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,1,1,46,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,2,2,20,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,3,3,40,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,4,4,27,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,5,5,17,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.086115,0,6,6,5,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,7,7,14,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,8,8,44,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,9,9,45,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,10,10,43,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,11,11,13,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,12,12,47,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.09972,0,13,13,1,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,14,14,19,1,1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,15,15,35,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,16,16,25,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.32528,0,17,17,10,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,18,18,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,19,19,12,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.111775,0,20,20,3,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,21,21,29,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,22,22,38,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,23,23,31,1,1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,24,24,32,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,25,25,26,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,26,26,21,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.068765,0,27,27,2,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.15268,0,28,28,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,29,29,36,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,30,30,39,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,31,31,34,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,32,32,23,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.342225,0,33,33,9,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.61896,0,34,34,30,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.243055,0,35,35,0,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,36,36,42,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,37,37,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,38,38,37,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,39,39,22,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,40,40,28,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.244535,0,41,41,11,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,42,42,18,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,43,43,41,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.270785,0,44,44,4,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.216605,0,45,45,7,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,46,46,24,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,0,47,47,15,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,0,48,29,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.15462,1,1,49,10,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,2,50,36,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,3,51,15,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,4,52,14,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.5955,1,5,53,17,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,6,54,39,1,0.3,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,7,55,46,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.54319,1,8,56,32,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,9,57,35,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,10,58,38,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,11,59,26,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.45559,1,12,60,45,1,1.3,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,13,61,13,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,14,62,31,1,1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.12817,1,15,63,7,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,16,64,40,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.110675,1,17,65,6,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,18,66,12,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,19,67,28,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,20,68,43,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.25252,1,21,69,5,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,22,70,16,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.153685,1,23,71,4,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.3307,1,24,72,2,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,25,73,37,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.409035,1,26,74,0,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,27,75,18,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,28,76,19,1,1,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,29,77,30,1,1.2,,,,,,,,,,
,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,30,78,41,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.176965,1,31,79,9,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,32,80,22,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,33,81,21,1,0.1,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,34,82,47,1,0.7,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,35,83,25,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,36,84,44,1,0.5,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,37,85,23,1,0.8,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,38,86,24,1,1.1,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.272385,1,39,87,3,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,40,88,33,1,0.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,41,89,34,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,e,1,1.29283,1,42,90,8,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.153575,1,43,91,1,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,i,1,1.32708,1,44,92,11,1,1.6,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,45,93,27,1,0.4,,,,,,,,,,
,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,46,94,20,1,0.2,,,,,,,,,,
,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,1,47,95,42,1,0.9,,,,,,,,,,
,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,1.1,,,,,,0,0,0,26,1
,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,room,2020-08-12_19h35.52.331,ANT,2020.1.3,Win32,60,,,,,,,0,,,,,,,0.6,,,,,,0,1,1,12,1
