cue_file,flanker,pos,correct,fix1,cue_time,stimStart,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,pract_resp.rt,practice_res.started,practice_res.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fixation_1.started,fixation_1.stopped,warning.started,warning.stopped,fixation_2.started,fixation_2.stopped,target.started,target.stopped,post_fixation.started,post_fixation.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,participant,date,expName,psychopyVersion,frameRate,
ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0.0,0.5,0,10,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.095984599989606,40.210141099989414,40.19706419997965,40.19706419997965,40.19706419997965,40.60802529999637,40.60802529999637,None,i,1,40.59358839999186,None,41.32366550000734,None,0.7141681000066455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.822507799981395,42.926729600003455,42.913823599985335,43.02741350000724,43.02741350000724,43.424727699981304,43.424727699981304,None,e,1,43.41049159999238,None,43.824045699991984,None,0.3987833999854047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3310705999902,45.34347789999447,45.33033159998013,45.444069099990884,45.444069099990884,45.84083749999991,45.84083749999991,None,i,1,45.82667749997927,None,46.240581599995494,None,0.3985301999782678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0.0,0.5,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.757962699979544,46.859710499993525,46.84666680000373,46.84666680000373,46.84666680000373,47.25792549998732,47.25792549998732,None,i,1,47.2436744000006,None,47.807232599996496,None,0.5486138999985997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8000000000000003,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.313862199982395,49.62675130000571,49.613738399988506,49.727288599999156,49.727288599999156,50.12463189999107,50.12463189999107,None,i,1,50.110364899999695,None,50.540498099988326,None,0.41581659999792464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,0,15,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.04927369998768,51.96012000000337,51.947052400006214,52.06059229999664,52.06059229999664,52.457815100002335,52.457815100002335,None,i,1,52.44345989997964,None,52.92391620000126,None,0.46502740000141785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,0,16,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.43025219999254,54.841004199988674,54.826355299999705,54.941932999994606,54.941932999994606,55.33921899998677,55.33921899998677,None,i,1,55.324634999997215,None,55.75584749999689,None,0.4163432999921497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0.0,0.5,0,17,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.26237809998565,56.375306500005536,56.36035760000232,56.36035760000232,56.36035760000232,56.772907299979124,56.772907299979124,None,e,1,56.758703700004844,None,57.30581479999819,None,0.5315212999994401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0.0,0.5,0,18,18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.79779859998962,57.908767599990824,57.87749270000495,57.87749270000495,57.87749270000495,58.290319199993974,58.290319199993974,None,i,1,58.27565520000644,None,58.87314340000739,None,0.58264509998844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1.0,0.1,1.5,0,19,19,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.37907599998289,60.393430099997204,60.38027259998489,60.49409150000429,60.49409150000429,60.89122530000168,60.89122530000168,None,e,0,60.876736300007906,None,61.31656659999862,None,0.4155312000075355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,0,20,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.8312234999903,63.44341259999783,63.43015239998931,63.543944400007604,63.543944400007604,63.94112539998605,63.94112539998605,None,i,1,63.92667759998585,None,64.51547600000049,None,0.5659625999978743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0.0,0.5,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.01286200000322,65.12655689998064,65.11349639997934,65.11349639997934,65.11349639997934,65.52455089997966,65.52455089997966,None,i,1,65.51034809998237,None,66.12380239999038,None,0.5986619000032078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.63461119998829,67.94341489998624,67.91361789999064,68.02732799999649,68.02732799999649,68.4243760999816,68.4243760999816,None,e,1,68.41001789999427,None,69.00700769998366,None,0.5822075000032783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2.0,0,23,23,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.50008919998072,71.0099236999813,70.9802609999897,71.09392579999985,71.09392579999985,71.49110169999767,71.49110169999767,None,e,1,71.47670639998978,None,72.00710519999848,None,0.5156193999864627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.40708919998724,None,space,0.9000947000167798,72.40708919998724,None,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.32364220000454,None,space,1.016921899979934,73.32364220000454,None,,,,,,,,,,,,,,,,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1.0,,,,,0,0,0,0,0,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.43653789997916,74.9431110000005,74.93033539998578,75.11296639998909,75.11296639998909,75.52449250000063,75.52449250000063,None,None,None,e,1,1.6722435999836307,74.43653789997916,None,,2020_Jul_08_1450,ANT,2020.1.3,60.03932575027427,
