pract_resp.keys,pract_resp.corr,pract_resp.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,response.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,35,83,47,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,36,84,39,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.888435,1,37,85,9,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.01795,1,38,86,0,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.518585,1,39,87,43,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,40,88,25,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.51727,1,41,89,24,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,42,90,12,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,43,91,27,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.39068,1,44,92,17,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.919025,1,45,93,3,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,46,94,36,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,47,95,13,1,0.7,,,,,,,,,,
,,,,,,,,,,,,,,,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,0,0,29,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.971065,0,1,1,0,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,2,2,37,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,3,3,13,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,4,4,22,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,5,5,12,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.002245,0,6,6,6,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.67158,0,7,7,18,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,8,8,23,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.25312,0,9,9,32,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.919405,0,10,10,8,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.334855,0,11,11,30,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.86856,0,12,12,7,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,0,1.2367,0,13,13,17,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.20336,0,14,14,5,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,15,15,14,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,16,16,28,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.45378,0,17,17,40,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,18,18,33,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,19,19,35,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.92126,0,20,20,9,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,21,21,24,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.91955,0,22,22,2,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,23,23,41,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,24,24,21,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,25,25,42,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.65259,0,26,26,19,1,1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,27,27,15,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.003525,0,28,28,4,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.53516,0,29,29,26,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,30,30,38,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,31,31,34,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.9669,0,32,32,11,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,33,33,20,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.519715,0,34,34,43,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,35,35,44,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.539495,0,36,36,16,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.97274,0,37,37,1,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,38,38,46,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,39,39,25,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,40,40,27,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,41,41,36,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.60081,0,42,42,31,1,1,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,43,43,47,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.054615,0,44,44,10,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.30221,0,45,45,45,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,0,46,46,39,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.0208,0,47,47,3,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.62244,1,0,48,11,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.53513,1,1,49,40,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.084725,1,2,50,6,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.952165,1,3,51,8,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.08749,1,4,52,3,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,5,53,25,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,6,54,46,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_r.png,-0.25,i,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.535005,1,7,55,43,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,8,56,20,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,9,57,39,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.52308,1,10,58,16,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,11,59,41,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,12,60,34,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.63887,1,13,61,31,1,1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.621165,1,14,62,24,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,-0.25,e,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.321195,1,15,63,32,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.301585,1,16,64,4,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,17,65,22,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.1997,1,18,66,5,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,19,67,19,1,1,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,20,68,28,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,21,69,35,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,22,70,37,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,23,71,18,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,24,72,44,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_l.png,0.25,e,1.2,0.1,1.7,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,25,73,14,1,0.5,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,-0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.33591,1,26,74,10,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,27,75,42,1,0.9,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,28,76,27,1,0.4,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_r.png,-0.25,i,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,29,77,33,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,30,78,13,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.9357,1,31,79,7,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.03381,1,32,80,9,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.152315,1,33,81,2,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,34,82,12,1,0.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/cong_r.png,-0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.37366,1,35,83,45,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,0.98447,1,36,84,1,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,37,85,47,1,0.7,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/cong_l.png,0.25,e,0.6,0.1,1.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.569485,1,38,86,26,1,1.1,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,39,87,23,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,40,88,38,1,0.2,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.585035,1,41,89,17,1,1.3,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,42,90,36,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.437895,1,43,91,30,1,1.2,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,0.25,e,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,0.952575,1,44,92,0,1,1.6,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,45,93,29,1,0.8,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,46,94,15,1,0.3,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,-0.25,i,1.6,0.1,2.1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,1,47,95,21,1,0.1,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,e,1,1.497855,,,,,,1.2,,,,,,0,0,0,40,1
,,,,,,,,ANT_images/none.png,ANT_images/incong_r.png,-0.25,i,0.1,0,0.5,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,i,1,1.003945,,,,,,1.6,,,,,,0,1,1,11,1
,,,,,,,,ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,flummox,2020-07-09_08h58.23.060,ANT,2020.1.3,MacIntel,60,,,,,,0,,,,,,,0.3,,,,,,0,2,2,15,1
