pract_resp.keys,pract_resp.corr,pract_resp.rt,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,cue_file,flanker,pos,correct,fix1,cue_time,stimStart,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_7.keys,key_resp_7.rt,response.keys,response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,postFix,response.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,,ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,7,7,13,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,8,8,2,1,1.6,1.01585,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,9,9,4,1,1.6,1.09313,,,,,,,,,,
,,,,,,,,ANT_images/center.png,ANT_images/incong_r.png,-0.25,i,0.9,0.1,1.4,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,10,10,23,1,0.8,,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/neu_l.png,-0.25,e,0.5,0.1,1,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,11,11,30,1,1.2,1.488295,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_l.png,-0.25,e,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,e,1,0,12,12,6,1,1.6,1.10718,,,,,,,,,,
,,,,,,,,ANT_images/none.png,ANT_images/neu_r.png,-0.25,i,0.1,0,0.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,i,1,0,13,13,7,1,1.6,1.015405,,,,,,,,,,
,,,,,,,,ANT_images/double.png,ANT_images/incong_l.png,0.25,e,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,14,14,28,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1,0.1,1.5,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,15,15,47,1,0.7,,,,,,,,,,,
,,,,,,,,ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,program,2020-08-14_16h43.33.169,ANT,2020.1.3,Win32,60,,,,,,0,0,16,16,36,1,0.3,,,,,,,,,,,
