cue_file,flanker,pos,correct,fix1,cue_time,stimStart,postFix,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,practice_res.started,practice_res.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fixation_1.started,fixation_1.stopped,warning.started,warning.stopped,fixation_2.started,fixation_2.stopped,target.started,target.stopped,response.keys,response.corr,response.rt,response.started,response.stopped,postfix.started,postfix.stopped,participant,date,expName,psychopyVersion,frameRate,
ANT_images/up.png,ANT_images/neu_r.png,0.25,i,0.8,0.1,1.3,0.8999999999999999,,,,,0,0,0,0,0,4,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.93405199999688,87.73885179997887,87.72596919996431,87.83912789996248,87.83912789996248,88.2367800999782,88.2367800999782,None,None,0,,86.93405199999688,88.63665259996196,89.93870269996114,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/up.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,0.30000000000000004,,,,,0,0,0,0,0,5,5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.91732519998914,92.3222267999663,92.30916689999867,92.4222110999981,92.4222110999981,92.82010399998398,92.82010399998398,None,None,0,,90.91732519998914,92.62240839999868,94.52237449999666,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/none.png,ANT_images/incong_l.png,0.25,e,0.1,0.0,0.5,1.5999999999999999,,,,,0,0,0,0,0,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.90285189996939,95.00537389999954,94.99160439998377,94.99160439998377,94.99160439998377,95.40320589998737,95.40320589998737,None,e,1,1.1719238000223413,94.90285189996939,None,96.08888250001473,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2.0,0.19999999999999996,,,,,0,0,0,0,0,7,7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.76747949997662,99.272127299977,99.25889800000004,99.37224409996998,99.37224409996998,99.77001009997912,99.77001009997912,None,None,0,,97.76747949997662,99.47208269999828,101.47238609998021,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,0.3999999999999999,,,,,0,0,0,0,0,8,8,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.73440660000779,103.03886679996504,103.02574969996931,103.1390570999938,103.1390570999938,103.53669919999084,103.53669919999084,None,None,0,,101.73440660000779,103.43893170001684,105.23878740001237,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0.0,0.5,1.5999999999999999,,,,,0,0,0,0,0,9,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.71730690001277,105.82206530001713,105.80821669998113,105.80821669998113,105.80821669998113,106.21976959996391,106.21976959996391,None,e,1,1.0537251000059769,105.71730690001277,None,106.78867659997195,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7000000000000002,0.5,,,,,0,0,0,0,0,10,10,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.44602119998308,109.65541770000709,109.64244289998896,109.75565140001709,109.75565140001709,110.1531889999751,110.1531889999751,None,None,0,,108.44602119998308,110.1531889999751,111.85548470000504,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/center.png,ANT_images/incong_l.png,0.25,e,0.5,0.1,1.0,1.2,,,,,0,0,0,0,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.43202149996068,112.93870309996419,112.92558400001144,113.03879839996807,113.03879839996807,113.4363699000096,113.4363699000096,None,e,1,1.5048343000235036,112.43202149996068,None,113.95540119998623,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,1.2999999999999998,,,,,0,0,0,0,0,12,12,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.23187329998473,115.63858199998504,115.62556159996893,115.73904299997957,115.73904299997957,116.1365947999875,116.1365947999875,None,i,1,1.4713537000352517,115.23187329998473,None,116.72176849999232,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0.0,0.5,1.5999999999999999,,,,,0,0,0,0,0,13,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.09821580001153,118.20526680001058,118.19143479998456,118.19143479998456,118.19143479998456,118.60303579998435,118.60303579998435,None,i,1,1.0393516999902204,118.09821580001153,None,119.15539379999973,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2.0,0.19999999999999996,,,,,0,0,0,0,0,14,14,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.83198069996433,122.3388020999846,122.32526640000287,122.43878670001868,122.43878670001868,122.83636680000927,122.83636680000927,None,None,0,,120.83198069996433,122.53858629998285,124.5385152999661,None,,2020_Jul_09_0730,ANT,2020.1.3,59.97148955320342,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.81784159998642,124.92194550001295,124.90842270001303,124.90842270001303,124.90842270001303,None,None,None,e,1,0.2879757999908179,124.81784159998642,None,,,,,,,,
