cue_file,flanker,pos,correct,fix1,cue_time,stimStart,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,postFix,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,practice_res.started,practice_res.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fixation_1.started,fixation_1.stopped,warning.started,warning.stopped,fixation_2.started,fixation_2.stopped,target.started,target.stopped,response.keys,response.corr,response.started,response.stopped,participant,date,expName,psychopyVersion,frameRate,
ANT_images/center.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,0,10,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.06195549998665,52.362096400000155,52.362096400000155,52.46198600000935,52.46198600000935,52.85928610002156,52.85928610002156,None,e,1,0.6010319999768399,52.85928610002156,None,53.47525499999756,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/down.png,ANT_images/incong_l.png,-0.25,e,1.3,0.1,1.8000000000000003,0,11,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.10812599997735,55.41140550002456,55.39810910000233,55.51165429997491,55.51165429997491,55.909186300006695,55.909186300006695,None,e,1,0.582224200014025,55.89466719998745,None,56.49188049999066,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.085515399987344,58.094766599999275,58.06486679997761,58.178808800003026,58.178808800003026,58.57583970000269,58.57583970000269,None,i,1,0.4978002000134438,58.56163379998179,None,59.075056199973915,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/double.png,ANT_images/neu_r.png,-0.25,i,0.7,0.1,1.2,0,13,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.663726300001144,60.378091100021265,60.364848500001244,60.478576600027736,60.478576600027736,60.87571619998198,60.87571619998198,None,i,1,0.5817417000071146,60.861753100005444,None,61.45839200000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2.0,0,14,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.08796520001488,63.59459130000323,63.58147330000065,63.69469149998622,63.69469149998622,64.09210619999794,64.09210619999794,None,e,1,0.6316395999747328,64.07769479998387,None,64.72472539998125,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.28759000002174,66.29451809998136,66.28143119998276,66.39529100002255,66.39529100002255,66.79233830003068,66.79233830003068,None,i,1,0.4655542999971658,66.7780453999876,None,67.2584433000302,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/double.png,ANT_images/incong_r.png,-0.25,i,1.6,0.1,2.1,0,16,16,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8512122000102,69.46144139999524,69.43152270000428,69.54527000000235,69.54527000000235,69.94246879999992,69.94246879999992,None,e,0,0.49885879998328164,69.92805839999346,None,70.47346639999887,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,0,17,17,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.04981350002345,72.46145850000903,72.44828230002895,72.56194739998318,72.56194739998318,72.95919339999091,72.95919339999091,None,e,1,0.3821405000053346,72.94470589997945,None,73.35302069998579,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,0,18,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.94491429999471,74.84458650002489,74.83149579999736,74.94522460002918,74.94522460002918,75.34223220002605,75.34223220002605,None,i,1,0.40177070000208914,75.34223220002605,None,75.75841439998476,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,0,19,19,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.3560394999804,77.46125450002728,77.4482541999896,77.56193409999833,77.56193409999833,77.95909780001966,77.95909780001966,None,e,1,0.41524880001088604,77.94478249998065,None,78.37490110000363,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/none.png,ANT_images/incong_r.png,0.25,i,0.1,0.0,0.5,0,20,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9881369000068,79.09463240002515,79.08142980001867,79.08142980001867,79.08142980001867,79.49239610001678,79.49239610001678,None,i,1,0.498194899992086,79.47792309999932,None,79.99130029999651,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,0,21,21,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.5281602999894,80.92793860001257,80.92793860001257,81.02800719998777,81.02800719998777,81.42555450001964,81.42555450001964,None,i,1,0.501210699963849,81.42555450001964,None,81.94150419998914,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0.0,0.5,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5293203999754,82.64456899999641,82.6312938000192,82.6312938000192,82.6312938000192,83.04229820001638,83.04229820001638,None,i,1,0.44895890000043437,83.02781060000416,None,83.49160040001152,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2.0,0,23,23,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.08251520001795,85.59452320000855,85.58146560000023,85.69520180003019,85.69520180003019,86.09225960000185,86.09225960000185,None,i,0,0.5488272000220604,86.07789890002459,None,86.65235649998067,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.05826530000195,None,space,0.7840121999615803,87.05826530000195,None,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85835110000335,None,space,0.4346382999792695,87.85835110000335,None,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.50537319999421,89.18744349997723,89.1793245000299,89.41502060001949,89.41502060001949,89.82557220000308,89.82557220000308,None,None,0,88.50537319999421,90.20868869998958,,,,,,
