cue_file,flanker,pos,correct,fix1,cue_time,stimStart,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,postFix,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,practice_res.started,practice_res.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,text_5.started,text_5.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fixation_1.started,fixation_1.stopped,warning.started,warning.stopped,fixation_2.started,fixation_2.stopped,target.started,target.stopped,response.keys,response.corr,response.started,response.stopped,participant,date,expName,psychopyVersion,frameRate,
ANT_images/down.png,ANT_images/incong_r.png,-0.25,i,1.0,0.1,1.5,0,0,0,20,,,,,,,,,,23.83113659999799,None,23.83113659999799,None,24.609535299998242,None,24.609535299998242,None,24.609535299998242,None,25.040316300000995,None,25.040316300000995,None,25.704019099997822,None,25.704019099997822,None,26.35023659997387,None,27.512376600003336,28.517950000008568,28.510676299978513,28.716572500008624,28.716572500008624,29.157176000007894,29.157176000007894,None,i,1,1.2155459999921732,28.894943899998907,None,30.172003099985886,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7000000000000002,0,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.74205250001978,31.944559899973683,31.931375899992418,32.04507689998718,32.04507689998718,32.44237850001082,32.44237850001082,None,e,1,0.4316439999965951,32.427945300005376,None,32.874990799988154,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0.0,0.5,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.45678740000585,33.56148660002509,33.54835759999696,33.54835759999696,33.54835759999696,33.95943079999415,33.95943079999415,None,i,1,0.5154890000121668,33.94488800002728,None,34.47533400001703,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/none.png,ANT_images/cong_l.png,-0.25,e,0.1,0.0,0.5,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06561290001264,35.178080199984834,35.16529779997654,35.16529779997654,35.16529779997654,35.57597040000837,35.57597040000837,None,e,1,0.4820903000072576,35.56187819998013,None,36.05868640000699,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/double.png,ANT_images/cong_r.png,0.25,i,1.3,0.1,1.8000000000000003,0,4,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.71069340000395,38.01120840001386,37.99791859998368,38.11167449998902,38.11167449998902,38.508887799980585,38.508887799980585,None,i,1,0.4658500000368804,38.4945445000194,None,38.975176199979614,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0.0,0.5,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.56301550002536,39.678138600022066,39.66516189998947,39.66516189998947,39.66516189998947,40.075966999982484,40.075966999982484,None,e,1,0.5322829999495298,40.061596799991094,None,40.60854250000557,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7000000000000002,0,6,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.19290840002941,42.394935699994676,42.38163600000553,42.49537870002678,42.49537870002678,42.89266080001835,42.89266080001835,None,i,1,0.4486860000179149,42.87836380000226,None,43.341969900007825,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,0,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.92700239998521,44.728183900006115,44.71519880002597,44.8288051999989,44.8288051999989,45.225787099974696,45.225787099974696,None,e,1,0.5485380000318401,45.211563599994406,None,45.77504839998437,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/none.png,ANT_images/cong_r.png,0.25,i,0.1,0.0,0.5,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.35927820001962,46.46154879999813,46.44843910000054,46.44843910000054,46.44843910000054,46.85940810001921,46.85940810001921,None,i,1,0.614467200008221,46.844888899999205,None,47.475175100029446,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.066485700022895,49.47808420000365,49.46499599999515,49.578625500027556,49.578625500027556,49.97589300002437,49.97589300002437,None,i,1,0.49862450000364333,49.961799999990035,None,50.47515120002208,None,,,,,,,,,,,,,,,,,,,,,,,,,,2020_Jul_09_0630,ANT,2020.1.3,60.02141564346035,
