cue_file,flanker,pos,correct,fix1,cue_time,stimStart,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,instr_1.started,instr_1.stopped,image.started,image.stopped,instr_2.started,instr_2.stopped,image_2_1.started,image_2_1.stopped,image_2_2.started,image_2_2.stopped,text.started,text.stopped,image_3.started,image_3.stopped,instr_4.started,instr_4.stopped,image_4.started,image_4.stopped,pract_instr.started,pract_instr.stopped,fix_1.started,fix_1.stopped,pract_warning.started,pract_warning.stopped,fix_2.started,fix_2.stopped,pract_target.started,pract_target.stopped,pract_resp.keys,pract_resp.corr,pract_resp.rt,pract_resp.started,pract_resp.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
ANT_images/none.png,ANT_images/neu_r.png,0.25,i,0.1,0.0,0.5,0,10,10,21,,,,,,,,,,,,,,,,,,,,,42.18407019996084,42.28378459997475,42.27097010001307,42.27097010001307,42.27097010001307,42.681574299989734,42.681574299989734,None,i,1,0.5153279000078328,42.66744990000734,None,43.1975791999721,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/double.png,ANT_images/incong_l.png,-0.25,e,1.5,0.1,2.0,0,11,11,12,,,,,,,,,,,,,,,,,,,,,43.78087429999141,45.28371549997246,45.270776999997906,45.38438419997692,45.38438419997692,45.78158030001214,45.78158030001214,None,e,1,0.5985128000029363,45.767412499990314,None,46.38080479996279,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/down.png,ANT_images/cong_l.png,-0.25,e,1.2,0.1,1.7000000000000002,0,12,12,18,,,,,,,,,,,,,,,,,,,,,46.96630599995842,48.16703229997074,48.15400469995802,48.267804600007366,48.267804600007366,48.664726999995764,48.664726999995764,None,e,1,0.5311416999902576,48.65066579997074,None,49.19741209998028,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/center.png,ANT_images/neu_l.png,-0.25,e,0.8,0.1,1.3,0,13,13,5,,,,,,,,,,,,,,,,,,,,,49.78208390000509,50.58381979999831,50.57047929998953,50.68423449998954,50.68423449998954,51.08152519998839,51.08152519998839,None,e,1,0.5807180000119843,51.06715909997001,None,51.66374950000318,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/double.png,ANT_images/neu_r.png,0.25,i,1.2,0.1,1.7000000000000002,0,14,14,14,,,,,,,,,,,,,,,,,,,,,52.220421299978625,53.43374359997688,53.42067159997532,53.53419589996338,53.53419589996338,53.93154299998423,53.93154299998423,None,i,1,0.41569900000467896,53.916997399996035,None,54.347363999986555,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/up.png,ANT_images/incong_r.png,0.25,i,0.9,0.1,1.4,0,15,15,17,,,,,,,,,,,,,,,,,,,,,54.93093049997697,55.83374599996023,55.82040779996896,55.934093299962115,55.934093299962115,56.331445699965116,56.331445699965116,None,i,1,0.46548419998725876,56.31717100000242,None,56.797406299971044,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/none.png,ANT_images/cong_r.png,-0.25,i,0.1,0.0,0.5,0,16,16,3,,,,,,,,,,,,,,,,,,,,,57.38314180000452,57.483602399996016,57.470509900012985,57.470509900012985,57.470509900012985,57.88143339997623,57.88143339997623,None,i,1,0.5821092000114731,57.867262899992056,None,58.46394919999875,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/none.png,ANT_images/cong_l.png,0.25,e,0.1,0.0,0.5,0,17,17,2,,,,,,,,,,,,,,,,,,,,,59.05137629999081,59.165141200006474,59.14976499998011,59.14976499998011,59.14976499998011,59.5480208999943,59.5480208999943,None,e,1,0.41782259999308735,59.5480208999943,None,59.980624399962835,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/center.png,ANT_images/incong_r.png,0.25,i,0.4,0.1,0.9,0,18,18,23,,,,,,,,,,,,,,,,,,,,,60.56779160001315,60.96740319998935,60.96740319998935,61.06753729999764,61.06753729999764,61.46473199996399,61.46473199996399,None,i,1,0.5178121000062674,61.46473199996399,None,61.99724980001338,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/center.png,ANT_images/cong_r.png,0.25,i,1.4,0.1,1.9,0,19,19,8,,,,,,,,,,,,,,,,,,,,,62.58901689999038,64.00002400000812,63.99037309997948,64.10074249998434,64.10074249998434,64.4980210000067,64.4980210000067,None,i,1,0.4488611000124365,64.4836916999775,None,64.94729430001462,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/center.png,ANT_images/neu_r.png,0.25,i,1.0,0.1,1.5,0,20,20,6,,,,,,,,,,,,,,,,,,,,,65.53541299997596,66.55021039996063,66.53699469997082,66.65068369999062,66.65068369999062,67.04804249998415,67.04804249998415,None,i,1,0.43137830001069233,67.03356329997769,None,67.48021419998258,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/center.png,ANT_images/neu_l.png,0.25,e,1.1,0.1,1.6,0,21,21,7,,,,,,,,,,,,,,,,,,,,,68.0831932000001,69.18355109996628,69.17018740001367,69.28385409998009,69.28385409998009,69.68126639997354,69.68126639997354,None,e,1,0.4983422999503091,69.66722770000342,None,70.18069259996992,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/up.png,ANT_images/neu_l.png,0.25,e,1.4,0.1,1.9,0,22,22,16,,,,,,,,,,,,,,,,,,,,,70.76980690000346,72.18356909998693,72.17061079997802,72.28395329997875,72.28395329997875,72.68118099996354,72.68118099996354,None,e,1,0.4827237999998033,72.66697839996777,None,73.16371369996341,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
ANT_images/up.png,ANT_images/cong_l.png,0.25,e,1.5,0.1,2.0,0,23,23,15,,,,,,,,,,,,,,,,,,,,,73.75173029996222,75.26678070001071,75.25345819996437,75.3674319999991,75.3674319999991,75.7645954999607,75.7645954999607,None,e,1,0.48207869997713715,75.75028039998142,None,76.24732520000543,None,,001,2020_Jul_01_1506,ANT,2020.1.3,59.994516508327045,
